  Denonimation,  Date creation,  Siege social,  Forme juridique,  Secteur d activite,  url,  Registre de commerce,  Capital
SOCIETE DE COMMERCE ET DE REPRESENTATION SARL,27/08/2010,DAKAR 38 AVENUE PRESIDENT...,SOCIETE A RESPONSABILITE LIMITE (S.A.R.L),BTP,http://www.creationdentreprise.sn/societe-de-commerce-et-de-representation-sarl, SNDKR2010B11026,1000000
KM CONSULTING SARL,26/07/2010,DAKAR-SACRE COEUR 3 VILLA N°...,SOCIETE A RESPONSABILITE LIMITE (S.A.R.L),NTIC / NOUVELLES TECHNOLOGIES / INFORMATIQUE,http://www.creationdentreprise.sn/km-consulting-sarl, SNDKR2010B10933,1000000
GTA ENVIRONNEMENT SA,26/07/2010,DAKAR 2 PLACE DE L&#039;...,SOCIETE ANONYME (S.A),ENTRETIEN ET NETTOYAGE,http://www.creationdentreprise.sn/gta-environnement-sa, SNDKR2010B10901,10000000
THIOSSANE PRODUCTIONS SUARL,26/07/2010,DAKAR CITE MAME RANE VILLA N°...,S.U.A.R.L,COMMUNICATION,http://www.creationdentreprise.sn/thiossane-productions-suarl, SNDKR2010B10900,1000000
SAHEL TRAVAUX ET SERVICES SA,26/07/2010,DAKAR-IMMEUBLE ROSE FENETRE...,SOCIETE ANONYME (S.A),IMMOBILIER,http://www.creationdentreprise.sn/sahel-travaux-et-services-sa, SNDKR2010B10902,40000000
SPEED MAIL SERVICES SARL -SMS SARL,27/07/2010,DAKAR-SACRE COEUR 3 VDN N°...,SOCIETE A RESPONSABILITE LIMITE (S.A.R.L),PRESTATIONS DE SERVICES,http://www.creationdentreprise.sn/speed-mail-services-sarl-sms-sarl, SNDKR2010B11011,1000000
DADICO SUARL,27/07/2010,DAKAR OUEST FOIRE CITE...,S.U.A.R.L,PRESTATIONS DE SERVICES,http://www.creationdentreprise.sn/dadico-suarl, SNDKR2010B11010,10000000
ECOLE DE FORMATION PARAMEDICALE -E.F.P SARL,27/07/2010,DAKAR-HLM GRAND MEDINE ARRET...,SOCIETE A RESPONSABILITE LIMITE (S.A.R.L),EDUCATION - FORMATION,http://www.creationdentreprise.sn/ecole-de-formation-paramedicale-efp-sarl, SNDKR2010B11009,1000000
ARCHIVES 221 SARL,27/07/2010,DAKAR-188 PARCELLES ASSAINIES...,SOCIETE A RESPONSABILITE LIMITE (S.A.R.L),PRESTATIONS DE SERVICES,http://www.creationdentreprise.sn/archives-221-sarl, SNDKR2010B11008,1000000
BETA ENERGY AFRIQUE SA,27/07/2010,PIKINE NORD SERAS LOT NUMERO D,SOCIETE ANONYME (S.A),MATERIELS ELECTRIQUES,http://www.creationdentreprise.sn/beta-energy-afrique-sa, SNDKR2010B11012,100000000
LFS-CONSTRUCTION ET OUVRAGES PUBLICS SA,27/07/2010,DAKAR-1 KAWSARA SUD FOIRE BP...,SOCIETE ANONYME (S.A),BTP,http://www.creationdentreprise.sn/lfs-construction-et-ouvrages-publics-sa, SNDKR2010B11023,20000000
DIAGONAL S.A,14/07/2010,DAKAR-KM 11 ROUTE DE RUFISQUE...,SOCIETE ANONYME (S.A),ALIMENTAIRE,http://www.creationdentreprise.sn/diagonal-sa, SNDKR2010B10368,1000000000
CHAM&#039;S SUARL,15/07/2010,DAKAR 103 AVENUE ANDRE...,S.U.A.R.L,IMMOBILIER,http://www.creationdentreprise.sn/chams-suarl, SNDKR2010B10453,5000000
SEIKOUSERGIO SARL,16/07/2010,DAKAR-YOFF NDENGAGNE 422,SOCIETE A RESPONSABILITE LIMITE (S.A.R.L),COMMERCE,http://www.creationdentreprise.sn/seikousergio-sarl, SNDKR2010B10496,1000000
GROUPE ASSIROU SARL,16/07/2010,DAKAR-SACRE COEUR 2 133...,SOCIETE A RESPONSABILITE LIMITE (S.A.R.L),INDUSTRIE CULTURELLE,http://www.creationdentreprise.sn/groupe-assirou-sarl, SNDKR2010B10497,1000000
PROCIMAT SARL,16/07/2010,DAKAR-LIBERTE 6 VILLA N°8120,SOCIETE A RESPONSABILITE LIMITE (S.A.R.L),PRESTATIONS DE SERVICES,http://www.creationdentreprise.sn/procimat-sarl, SNDKR2010B10498,1000000
CARTHAGE GLOBAL SERVICES SUARL,16/07/2010,DAKAR-SICAP AMITIE 1 VILLA N°...,S.U.A.R.L,PRESTATIONS DE SERVICES,http://www.creationdentreprise.sn/carthage-global-services-suarl, SNDKR2010B10499,1000000
COEUR ROUGE SARL,08/07/2010,DAKAR-GUEDIAWAYE CITE SOFRACO...,SOCIETE A RESPONSABILITE LIMITE (S.A.R.L),COIFFURE SOINS DE BEAUTE/MODE,http://www.creationdentreprise.sn/coeur-rouge-sarl, SNDKR2010B10104,1000000
RESTO PUB GUEST SARL,26/07/2010,DAKAR ALMADIES ROUTE DE NGOR...,SOCIETE A RESPONSABILITE LIMITE (S.A.R.L),RESTAURATION ET DEBITS DE BOISSONS,http://www.creationdentreprise.sn/resto-pub-guest-sarl, SNDKR2010B10934,1000000
UNIVERSAL SECURITY SARL,20/07/2010,DAKAR HANN MARISTES SCAT...,SOCIETE A RESPONSABILITE LIMITE (S.A.R.L),PRESTATIONS DE SERVICES,http://www.creationdentreprise.sn/universal-security-sarl, SNDKR2010B10957,1000000
SOCIETE IMMOBILIERE ET DE COMMERCE - SIMCOM SUARL,26/07/2010,HANN MARISTES LOT N°21 C DAKAR,S.U.A.R.L,IMMOBILIER,http://www.creationdentreprise.sn/societe-immobiliere-et-de-commerce-simcom-suarl, SNDKR2010B10932,1000000
B;CONSULTING SUARL,14/07/2010,LIBERTE 6 EXTENSION NORD LOT...,S.U.A.R.L,COMMUNICATION,http://www.creationdentreprise.sn/bconsulting-suarl, SNDKR2010B10341,1000000
I.D.E.S.P. -ENVIRONNEMENT SUARL,20/07/2010,8 RUE LAPERINE DAKAR,S.U.A.R.L,ENTRETIEN ET NETTOYAGE,http://www.creationdentreprise.sn/idesp-environnement-suarl, SNDKR2010B10639,1000000
SGL SUARL,20/07/2010,DAKAR-HANN MARINAS VILLA N°F4,S.U.A.R.L,TRANSPORT,http://www.creationdentreprise.sn/sgl-suarl, SNDKR2010B10638,1000000
GROUPEMENT SATOCAN-VOLCONSA GIE,19/07/2010,LIBERTE 6 EXTENSION VDN LOT...,G.I.E,BTP,http://www.creationdentreprise.sn/groupement-satocan-volconsa-gie, SNDKR2010C10583,1000000
PROACTIVE SARL,19/07/2010,05 AVENUE GEORGES POMPIDOU-...,SOCIETE A RESPONSABILITE LIMITE (S.A.R.L),PRESTATIONS DE SERVICES,http://www.creationdentreprise.sn/proactive-sarl, SNDKR2010B10582,1000000
MERIMMO CORPORATION SAU,19/07/2010,DAKAR-05 AVENUE GEORGES...,SOCIETE ANONYME UNIPERSONELLE(S.A.U),COMMERCE,http://www.creationdentreprise.sn/merimmo-corporation-sau, SNDKR2010B10581,10000000
CONVERGENCES DES TECHNOLOGIES POUR L&#039;AFRIQUE SARL -C.T.A SARL,19/07/2010,DAKAR- HANN MARISTES VILLA N°...,SOCIETE A RESPONSABILITE LIMITE (S.A.R.L),NTIC / NOUVELLES TECHNOLOGIES / INFORMATIQUE,http://www.creationdentreprise.sn/convergences-des-technologies-pour-lafrique-sarl-cta-sarl, SNDKR2010B10580,1000000
PIN UP MAKE UP SARL,19/07/2010,DAKAR-PASSAGE COMMERCIAL N°10...,SOCIETE A RESPONSABILITE LIMITE (S.A.R.L),COIFFURE SOINS DE BEAUTE/MODE,http://www.creationdentreprise.sn/pin-make-sarl, SNDKR2010B10579,1000000
WAOUNDE SERVICES SARL,19/07/2010,USINE BENE TALLY PARCELLE N°...,SOCIETE A RESPONSABILITE LIMITE (S.A.R.L),IMMOBILIER,http://www.creationdentreprise.sn/waounde-services-sarl, SNDKR2010B10578,1000000
SENETHANOL S.A,14/07/2010,DAKAR-CITE DES JEUNES CADRES...,SOCIETE ANONYME (S.A),AGRO-INDUSTRIE,http://www.creationdentreprise.sn/senethanol-sa, SNDKR2010B10367,10000000
SANTE SERIGNE FALLOU INVESTISSEMENTS,15/07/2010,DAKAR-SICAP LIBERTE 6 VILLA...,S.U.A.R.L,BTP,http://www.creationdentreprise.sn/sante-serigne-fallou-investissements, SNDKR2010B10454,1000000
NET WORK GLOBAL SERVICES,15/07/2010,DAKAR RUE 55 x 68 FANN HOCK,S.U.A.R.L,NTIC / NOUVELLES TECHNOLOGIES / INFORMATIQUE,http://www.creationdentreprise.sn/net-work-global-services, SNDKR2010B10452,1000000
1 000 000,15/07/2010,14 YOFF LAYENNE A DAKAR,SOCIETE A RESPONSABILITE LIMITE (S.A.R.L),PRESTATIONS DE SERVICES,http://www.creationdentreprise.sn/1-000-000-1, SNDKR2010B10450,1000000
L&#039;AFRICAINE DES PRODUITS ALIMENTAIRES,15/07/2010,DAKAR-ROUTE DE NGOR  ALMADIES,SOCIETE A RESPONSABILITE LIMITE (S.A.R.L),COMMERCE,http://www.creationdentreprise.sn/lafricaine-des-produits-alimentaires, SNDKR2010B10449,1000000
INTERNATIONAL CONSULTING LIMITED,05/07/2010,DAKAR-POINT E RUE DE L&#039;...,SUCCURSALE,COMMERCE,http://www.creationdentreprise.sn/international-consulting-limited, SNDKR2010B9782,200000
CENTRE DE DISTRIBUTION DE MATERIELS INFORMATIQUES SUARL -C.D.M.I,13/07/2010,6 x 7 MEDINA A DAKAR,S.U.A.R.L,NTIC / NOUVELLES TECHNOLOGIES / INFORMATIQUE,http://www.creationdentreprise.sn/centre-de-distribution-de-materiels-informatiques-suarl-cdmi, SNDKR2010B10304,1000000
NOUVELLE ENTREPRISE DE MATIERE PLASTIQUE SUARL,13/07/2010,VDN SECTEUR OUAKAM VILLA N°...,S.U.A.R.L,PLASTIQUES / CAOUTCHOUCS / PNEUMATIQUES,http://www.creationdentreprise.sn/nouvelle-entreprise-de-matiere-plastique-suarl, SNDKR2010B10306,1000000
SOCIETE DE PRESSE ET DE COMMUNICATION -S.P.C SARL,14/07/2010,SCAT URBAM HANN MARISTES D/77...,SOCIETE A RESPONSABILITE LIMITE (S.A.R.L),COMMUNICATION,http://www.creationdentreprise.sn/societe-de-presse-et-de-communication-spc-sarl, SNDKR2010B10366,1000000
BATIMENT ET SERVICES CAMARA SARL - B.S.C. SARL,14/07/2010,DAKAR SODIDA LOT N°36,SOCIETE A RESPONSABILITE LIMITE (S.A.R.L),BTP,http://www.creationdentreprise.sn/batiment-et-services-camara-sarl-bsc-sarl, SNDKR2010B10369,1000000
SAPHIR TECHNICS INTERNATIONAL SARL,14/07/2010,DAKAR-3 LIBERTE 6 EXTENSION...,SOCIETE A RESPONSABILITE LIMITE (S.A.R.L),BTP,http://www.creationdentreprise.sn/saphir-technics-international-sarl, SNDKR2010B10370,1000000
MONDIAL MONEY SUARL,14/09/2010,DAKAR-13 RUE MOHAMED 5,S.U.A.R.L,PRESTATIONS DE SERVICES ECONOMIQUES,http://www.creationdentreprise.sn/mondial-money-suarl, SNDKR2010B13208,1000000
PROGRESSIVE HABITAT SENEGAL -PHS SA,15/09/2010,DAKAR OUEST FOIRE N°23,SOCIETE ANONYME (S.A),IMMOBILIER,http://www.creationdentreprise.sn/progressive-habitat-senegal-phs-sa, SNDKR2010B13262,10000000
SOCIETE CONCASSEUR BASALTE DU NDIAMBOUR GABANE DIOP - GABANE SUARL,01/09/2010,DAKAR-BOPP RUE 08 VILLA N°205,S.U.A.R.L,BTP,http://www.creationdentreprise.sn/societe-concasseur-basalte-du-ndiambour-gabane-diop-gabane-suarl, SNDKR2010B12696,2500000
NANNING JIANFA SUARL,15/09/2010,DAKAR-BOULEVARD DJILY MBAYE ...,S.U.A.R.L,BTP,http://www.creationdentreprise.sn/nanning-jianfa-suarl, SNDKR2010B13273,1000000
GLOBAL MARITIME SOUS REGIONAL -G.M.S SARL,09/09/2010,DAKAR-37 BOULEVARD DE LA...,SOCIETE A RESPONSABILITE LIMITE (S.A.R.L),TRANSIT,http://www.creationdentreprise.sn/global-maritime-sous-regional-gms-sarl, SNDKR2010B13110,1000000
SOCIETE GENERALE DE PRESTATIONS DE SERVICES SARL- SOGEPRES SARL,09/09/2010,DIAMNIADIO ROUTE DE SEBI-PONTY,SOCIETE A RESPONSABILITE LIMITE (S.A.R.L),PRESTATIONS DE SERVICES,http://www.creationdentreprise.sn/societe-generale-de-prestations-de-services-sarl-sogepres-sarl, SNDKR2010B13109,1000000
L&#039;OXYGENE DU SENEGAL SARL - OXY SEN -SARL,09/09/2010,DAKAR-ROUTE OCEANOGRAPHIQUE...,SOCIETE A RESPONSABILITE LIMITE (S.A.R.L),ENERGIE / PRODUITS PETROLIERS,http://www.creationdentreprise.sn/loxygene-du-senegal-sarl-oxy-sen-sarl, SNDKR2010B13108,9000000
COMPTOIR COMMERCIAL BOROM DAROU -C.C.B.D,31/08/2010,DAKAR 27 RUE TOLBIAC,S.U.A.R.L,COMMERCE,http://www.creationdentreprise.sn/comptoir-commercial-borom-darou-ccbd, SNDKR2010B12628,1000000
INMOCRET SA,31/08/2010,DAKAR-CITE SOPRIM EXTENSION...,SOCIETE ANONYME (S.A),COMMERCE,http://www.creationdentreprise.sn/inmocret-sa, SNDKR2010B12614,10000000
LE PHARE SA,01/09/2010,DAKAR F 34 SCAT URBAM N°193...,SOCIETE ANONYME (S.A),AGRICULTURE,http://www.creationdentreprise.sn/le-phare-sa, SNDKR2010B12695,10000000
AFRIQUE BOIS SARL,06/09/2010,DAKAR CAMBERENE 2 N°178 BP...,SOCIETE A RESPONSABILITE LIMITE (S.A.R.L),PRESTATIONS DE SERVICES,http://www.creationdentreprise.sn/afrique-bois-sarl, SNDKR2010B12877,1000000
CANAL VISION SA,13/09/2010,DAKAR-IMMEUBLE ROSE FENETRE...,SOCIETE ANONYME (S.A),NTIC / NOUVELLES TECHNOLOGIES / INFORMATIQUE,http://www.creationdentreprise.sn/canal-vision-sa, SNDKR2010B13161,10000000
BAOBAB SARL,13/09/2010,DAKAR-HANN MARISTES 2 VILLA N...,SOCIETE A RESPONSABILITE LIMITE (S.A.R.L),COMMERCE,http://www.creationdentreprise.sn/baobab-sarl, SNDKR2010B13162,1000000
CENTRE FOR ADVANCED STUDIES AND RESEARCH IN PROJECT PROGRAM AND PORFOLIO MANAGEMENT,14/09/2010,DAKAR-SACRE COEUR 3 EXTENSION...,SOCIETE A RESPONSABILITE LIMITE (S.A.R.L),EDUCATION - FORMATION,http://www.creationdentreprise.sn/centre-advanced-studies-and-research-projectprogram-and-porfolio-management, SNDKR2010B13224,1000000
ARYAN METALS -SUARL,14/09/2010,DAKAR-HANN MARISTES IMMEUBLES...,S.U.A.R.L,INDUSTRIE METALLURGIQUE / SIDERURGIQUE,http://www.creationdentreprise.sn/aryan-metals-suarl, SNDKR2010B13234,1000000
ROYAL METAL SARL,14/09/2010,KM 10 ROUTE DE RUFISQUE A...,SOCIETE A RESPONSABILITE LIMITE (S.A.R.L),INDUSTRIE METALLURGIQUE / SIDERURGIQUE,http://www.creationdentreprise.sn/royal-metal-sarl, SNDKR2010B13235,9000000
EKO-INDUSTRIES SARL,14/09/2010,DAKAR SICAP LIBERTE 5 VILLA N...,SOCIETE A RESPONSABILITE LIMITE (S.A.R.L),ENTRETIEN ET NETTOYAGE,http://www.creationdentreprise.sn/eko-industries-sarl, SNDKR2010B13207,1000000
AUDIT ET GESTION D&#039;ENERGIE SUARL,14/09/2010,03  OUEST FOIRE EN FACE DE LA...,S.U.A.R.L,ENERGIE / PRODUITS PETROLIERS,http://www.creationdentreprise.sn/audit-et-gestion-denergie-suarl, SNDKR2010B13205,1000000
BUREAU D&#039;ETUDES TECHNIQUES ET D&#039;EXPERTISES BATIMENT TRAVAUX  PUBLICS ET HYDRAULIQUES SARL,14/09/2010,DAKAR-YOFF CITE APECSY N°11 B,SOCIETE A RESPONSABILITE LIMITE (S.A.R.L),BTP,http://www.creationdentreprise.sn/bureau-detudes-techniques-et-dexpertises-batimenttravaux-publics-et-hydrauliques-sarl, SNDKR2010B13206,1000000
SOCIETE ITALO SENEGALAISE DES GRANDS TRAVAUX SARL -SGT SARL,13/09/2010,DAKAR-RESIDENCE NGOR VILLA N°...,SOCIETE A RESPONSABILITE LIMITE (S.A.R.L),BTP,http://www.creationdentreprise.sn/societe-italo-senegalaise-des-grands-travaux-sarl-sgt-sarl, SNDKR2010B13184,1000000
SEN IT SUARL,02/09/2010,DAKAR-SODIDA LOT B14,S.U.A.R.L,NTIC / NOUVELLES TECHNOLOGIES / INFORMATIQUE,http://www.creationdentreprise.sn/sen-it-suarl, SNDKR2010B12755,1000000
CABINET D&#039;EXPERTISE COMPTABLE FISCALE ET INFORMATIQUE SARL -CADECFI,06/09/2010,DAKAR-MEDINA EN FACE PAMECAS...,SOCIETE A RESPONSABILITE LIMITE (S.A.R.L),FINANCE,http://www.creationdentreprise.sn/cabinet-dexpertise-comptablefiscale-et-informatique-sarl-cadecfi, SNDKR2010B12898,1000000
eCONNECT CONSULTING SARL,02/09/2010,DAKAR-8634 H SACRE-COEUR 2,SOCIETE A RESPONSABILITE LIMITE (S.A.R.L),NTIC / NOUVELLES TECHNOLOGIES / INFORMATIQUE,http://www.creationdentreprise.sn/econnect-consulting-sarl, SNDKR2010B12830,1000000
MINCON WEST AFRICA SARL,06/09/2010,Villa TF 29820 DG  Lot 2...,SOCIETE A RESPONSABILITE LIMITE (S.A.R.L),COMMERCE,http://www.creationdentreprise.sn/mincon-west-africa-sarl, SNDKR2010B12917,3300000
MDN GROUPE SARL,06/09/2010,DAKAR-SICAP LIBERTE 5 VILLA N...,SOCIETE A RESPONSABILITE LIMITE (S.A.R.L),BTP,http://www.creationdentreprise.sn/mdn-groupe-sarl, SNDKR2010B12916,1000000
TOUBA NEGOCE INTERNATIONAL SUARL -T.N.I SUARL,06/09/2010,DAKAR-11 RUE MALANG x...,S.U.A.R.L,COMMERCE,http://www.creationdentreprise.sn/touba-negoce-international-suarl-tni-suarl, SNDKR2010B12897,1000000
FINEKIP SARL,06/09/2010,AVENUE BOURGUIBA ROND POINT...,SOCIETE A RESPONSABILITE LIMITE (S.A.R.L),COMMERCE,http://www.creationdentreprise.sn/finekip-sarl, SNDKR2010B12896,1000000
RA TRADING SARL,06/09/2010,DAKAR-8 RUE DU RESTAURANT...,SOCIETE A RESPONSABILITE LIMITE (S.A.R.L),COMMERCE,http://www.creationdentreprise.sn/ra-trading-sarl, SNDKR2010B12895,1000000
AGRO-INGENIERIE INDUSTRIELLE ET DEVELOPPEMENT SARL -A.G.I.I.D SARL,06/09/2010,DAKAR-HLM 4 N°13/14 17159...,SOCIETE A RESPONSABILITE LIMITE (S.A.R.L),AGRICULTURE,http://www.creationdentreprise.sn/agro-ingenierie-industrielle-et-developpement-sarl-agiid-sarl, SNDKR2010B12894,3000000
PARADIS DE LA GLACE SUARL,06/09/2010,MAMELLES AVIATION N°46 DAKAR,SOCIETE A RESPONSABILITE LIMITE (S.A.R.L),ALIMENTAIRE,http://www.creationdentreprise.sn/paradis-de-la-glace-suarl, SNDKR2010B12893,1000000
NOUVELLES LAITERIES SENEGALAISES SARL,07/09/2010,RUFISQUE-KOUNOUNE N°297 CITE...,SOCIETE A RESPONSABILITE LIMITE (S.A.R.L),ALIMENTAIRE,http://www.creationdentreprise.sn/nouvelles-laiteries-senegalaises-sarl, SNDKR2010B12988,1000000
HYTEX SENEGAL SUARL,07/09/2010,DAKAR-GRAND-YOFF FASS VILLA N...,S.U.A.R.L,COMMERCE,http://www.creationdentreprise.sn/hytex-senegal-suarl, SNDKR2010B12987,1000000
MAYLIMA SENEGAL SUARL,26/08/2010,DAKAR-LIBERTE 6 EXTENSION...,S.U.A.R.L,TOURISME,http://www.creationdentreprise.sn/maylima-senegal-suarl, SNDKR2010B12450,1000000
THE TITANS SENEGAL SUARL,30/08/2010,DAKAR-SCAT URBAM N°S 9 B,S.U.A.R.L,PRESTATIONS DE SERVICES,http://www.creationdentreprise.sn/titans-senegal-suarl, SNDKR2010B12568,1000000
SENCAP HORIZONS VOYAGES SARL,23/10/2014,DAKAR-SICAP DIEUPPEUL 1 VILLA...,SOCIETE A RESPONSABILITE LIMITE (S.A.R.L),TOURISME,http://www.creationdentreprise.sn/sencap-horizons-voyages-sarl, SNDKR2010B12629,1000000
CONSORTIUM TRAVEL ET SERVICES SARL -CTS SARL,01/09/2010,DAKAR-2 PLACE DE L&#039;...,SOCIETE A RESPONSABILITE LIMITE (S.A.R.L),TOURISME,http://www.creationdentreprise.sn/consortium-travel-et-services-sarl-cts-sarl, SNDKR2010B12711,1000000
SOCIETE INTERNATIONALE DE CONSTRUCTION ET DES AFFAIRES SA - S.I.C.A SA,02/09/2010,186 AVENUE LAMINE GUEYE x RUE...,SOCIETE ANONYME (S.A),BTP,http://www.creationdentreprise.sn/societe-internationale-de-construction-et-des-affaires-sa-sica-sa, SNDKR2010B12827,10000000
LE GONDOLIER SARL,02/09/2010,DAKAR-NGOR VILLAGE ROUTE DE L...,SOCIETE A RESPONSABILITE LIMITE (S.A.R.L),ALIMENTAIRE,http://www.creationdentreprise.sn/le-gondolier-sarl, SNDKR2010B12828,1000000
HOME SARL,02/09/2010,DAKAR-132 RUE MOUSSE DIOP,SOCIETE A RESPONSABILITE LIMITE (S.A.R.L),COMMERCE,http://www.creationdentreprise.sn/home-sarl, SNDKR2010B12829,1000000
GLOBAL BUSINESS SOLUTIONS SUARL - G.B.S SUARL,02/09/2010,DAKAR-SACRE COEUR 3 VILLA N°...,S.U.A.R.L,PRESTATIONS DE SERVICES,http://www.creationdentreprise.sn/global-business-solutions-suarl-gbs-suarl, SNDKR2010B12831,1000000
EWEDJE EXCHANGE SENEGAL SARL,08/09/2010,FANN CLAUDEL LOGEMENT 3 DAKAR,SOCIETE A RESPONSABILITE LIMITE (S.A.R.L),COMMERCE,http://www.creationdentreprise.sn/ewedje-exchange-senegal-sarl, SNDKR2010B13063,1000000
SATOURA SARL,07/09/2010,CITE LEOPOLD SEDAR SENGHOR N°...,SOCIETE A RESPONSABILITE LIMITE (S.A.R.L),PRESTATIONS DE SERVICES,http://www.creationdentreprise.sn/satoura-sarl, SNDKR2010B13013,1000000
PRESTA FET SUARL,07/09/2010,RUE MASS DIOKHANE N°14 DAKAR,S.U.A.R.L,PRESTATIONS DE SERVICES,http://www.creationdentreprise.sn/presta-fet-suarl, SNDKR2010B13014,1000000
GLOBAL EXPERTISE FOR HIGH PERFORMANCE GROUP - G.E.H.P. GROUP SARL,07/09/2010,DAKAR CITE SONATEL 1 VILLA N°...,SOCIETE A RESPONSABILITE LIMITE (S.A.R.L),NTIC / NOUVELLES TECHNOLOGIES / INFORMATIQUE,http://www.creationdentreprise.sn/global-expertise-high-performance-group-gehp-group-sarl, SNDKR2010B13015,1000000
KAFSEN SARL,07/09/2010,DAKAR-308 HLM GRAND MEDINE,SOCIETE A RESPONSABILITE LIMITE (S.A.R.L),COMMERCE,http://www.creationdentreprise.sn/kafsen-sarl, SNDKR2010B13016,1000000
A.R.M HOLDING SENEGAL SARL,07/09/2010,DAKAR OUEST FOIRE CITE AELMAS...,SOCIETE A RESPONSABILITE LIMITE (S.A.R.L),BTP,http://www.creationdentreprise.sn/arm-holding-senegal-sarl, SNDKR2010B12993,1000000
SOCIETE DE NEGOCE ET DE COMMERCE SARL,07/09/2010,DAKAR 686 AVENUE CHEIKH ANTA...,SOCIETE A RESPONSABILITE LIMITE (S.A.R.L),COMMERCE,http://www.creationdentreprise.sn/societe-de-negoce-et-de-commerce-sarl, SNDKR2010B12992,1000000
INTERSECTION SUARL,07/09/2010,DAKAR-THIAROYE AZUR CITE...,S.U.A.R.L,COMMUNICATION,http://www.creationdentreprise.sn/intersection-suarl, SNDKR2010B12991,1000000
PRO-PROTEC SECURITE PRIVEE SUARL,07/09/2010,DAKAR-FASS BATIMENT N°25A,S.U.A.R.L,SECURITE/SURVEILLANCE,http://www.creationdentreprise.sn/pro-protec-securite-privee-suarl, SNDKR2010B12990,1000000
KAPAFA SARL,07/09/2010,DAKAR-OUAKAM 15 BOULE DOUANE ...,SOCIETE A RESPONSABILITE LIMITE (S.A.R.L),COMMERCE,http://www.creationdentreprise.sn/kapafa-sarl, SNDKR2010B12989,1000000
AFRIQUE VALORISATION SARL,02/09/2010,NGOR ALMADIES N°16 à DAKAR,SOCIETE A RESPONSABILITE LIMITE (S.A.R.L),ENERGIE / PRODUITS PETROLIERS,http://www.creationdentreprise.sn/afrique-valorisation-sarl, SNDKR2010B12756,1000000
TRANSIT TRANSPORT AEROPORTUAIRE SURL,02/09/2010,DAKAR-OUEST FOIRE VILLA N°02,S.U.R.L,TRANSIT,http://www.creationdentreprise.sn/transit-transport-aeroportuaire-surl, SNDKR2010B12754,1000000
MAXI-TRANSIT SARL,02/09/2010,SACRE COEUR 3 VDN EXTENSION N...,SOCIETE A RESPONSABILITE LIMITE (S.A.R.L),TRANSIT,http://www.creationdentreprise.sn/maxi-transit-sarl, SNDKR2010B12753,1000000
AFTERSCHOOL SARL,01/09/2010,DAKAR-SCAT URBAM GRAND YOFF...,SOCIETE A RESPONSABILITE LIMITE (S.A.R.L),EDUCATION - FORMATION,http://www.creationdentreprise.sn/afterschool-sarl, SNDKR2010B12709,1000000
ZACHARIA NEGOCE SA,08/09/2010,DAKAR-14 BIS RUE BERANGER...,SOCIETE ANONYME (S.A),COMMERCE,http://www.creationdentreprise.sn/zacharia-negoce-sa, SNKR2010B13068,10000000
AGRO EXPORT KAZAKHSTAN SARL,08/09/2010,DAKAR-29 AVENUE PASTEUR,SOCIETE A RESPONSABILITE LIMITE (S.A.R.L),AGRO-INDUSTRIE,http://www.creationdentreprise.sn/agro-export-kazakhstan-sarl, SNDKR2010B13065,1000000
WORLD BUSINESS AND TRADING SARL,08/09/2010,DAKAR-YOFF CITE APECSY 1 N°163,SOCIETE A RESPONSABILITE LIMITE (S.A.R.L),IMMOBILIER,http://www.creationdentreprise.sn/world-business-and-trading-sarl, SNDKR2010B13066,1000000
GENETEC-SENEGAL SARL,08/09/2010,DAKAR-21 RUE DE L&#039;OCEAN...,SOCIETE A RESPONSABILITE LIMITE (S.A.R.L),BTP,http://www.creationdentreprise.sn/genetec-senegal-sarl, SNDKR2010B13067,1000000
SOCIETE SENEGALO-INDIENNE DE MONTAGE DE MATERIELS AGRICOLES ET DE TRANSPORT SARL,08/09/2010,DIAMNIADIO ROUTE DE SEBI-PONTY,SOCIETE A RESPONSABILITE LIMITE (S.A.R.L),AGRO-INDUSTRIE,http://www.creationdentreprise.sn/societe-senegalo-indienne-de-montage-de-materiels-agricoles-et-de-transport-sarl, SNDKR2010B13069,1000000
SOCIETE SOUS REGIONALEDE TRANSPORT ET DE COMMERCE SARL - S.S.R.T.C SARL,08/09/2010,PARCELLES ASSAINIES UNITE 15...,SOCIETE A RESPONSABILITE LIMITE (S.A.R.L),COMMERCE,http://www.creationdentreprise.sn/societe-sous-regionalede-transport-et-de-commerce-sarl-ssrtc-sarl, SNDKR2010B13064,1000000
SOCIÉTÉ SÉNÉGALAISE DE COMMERCE - 2SC SARL,25/08/2010,DAKAR-LOT 2 BIS SODIDA,SOCIETE A RESPONSABILITE LIMITE (S.A.R.L),COMMERCE,http://www.creationdentreprise.sn/societe-senegalaise-de-commerce-2sc-sarl, SNDKR2010B12416,1000000
TOUBA HOLDING INTERNATIONAL SARL,25/08/2010,DAKAR-PARCELLES ASSAINIES...,SOCIETE A RESPONSABILITE LIMITE (S.A.R.L),BTP,http://www.creationdentreprise.sn/touba-holding-international-sarl, SNDKR2010B12418,1000000
GEODIS SHIPPING AND TRUCKS S.A.U,25/08/2010,DAKAR-11 RUE VINCENS...,SOCIETE A RESPONSABILITE LIMITE (S.A.R.L),TRANSPORT AERIEN/TRANSPORT MARITIME,http://www.creationdentreprise.sn/geodis-shipping-and-trucks-sau, SNDKR2010B12419,10000000
